"Порядковый номер";"Приоритет конкурса";"Подано согласие";"Сумма баллов";"Баллы за ВИ";"Баллы за ИД";"Статус";"Код поступающего";"Дата выбора конкурсной группы по Москве"
576;4;"—";238;"94 72 72";0;"На рассмотрении";1626690;"04.07.2026 в 23:07"
577;5;"—";238;"95 72 70";1;"Участвуете в конкурсе";1404318;"01.07.2026 в 13:57"
578;2;"—";238;"80 88 69";1;"На рассмотрении";1572923;"03.07.2026 в 18:45"
579;2;"—";238;"86 80 64";8;"Передано в вуз";1103573;"05.07.2026 в 12:33"
580;2;"—";237;"78 78 81";0;"Участвуете в конкурсе";1194801;"28.06.2026 в 14:23"
581;4;"—";237;"82 83 72";0;"На рассмотрении";1207454;"03.07.2026 в 13:55"
582;5;"—";237;"76 83 78";0;"На рассмотрении";1218575;"02.07.2026 в 10:38"
583;7;"—";237;"74 85 78";0;"На рассмотрении";1279410;"04.07.2026 в 22:31"
584;3;"—";237;"84 90 63";0;"На рассмотрении";1469550;"03.07.2026 в 10:30"
585;3;"—";237;"84 83 70";0;"На рассмотрении";1484930;"02.07.2026 в 14:15"
586;3;"—";237;"84 80 73";0;"На рассмотрении";1512464;"02.07.2026 в 20:17"
587;4;"—";237;"84 64 89";0;"На рассмотрении";1541028;"04.07.2026 в 09:43"
588;7;"—";237;"82 83 72";0;"На рассмотрении";1579757;"03.07.2026 в 20:17"
589;4;"—";237;"84 90 63";0;"На рассмотрении";1610056;"04.07.2026 в 14:21"
590;2;"—";237;"84 72 81";0;"На рассмотрении";1619826;"04.07.2026 в 22:00"
591;2;"—";237;"80 85 72";0;"Передано в вуз";1631011;"05.07.2026 в 10:13"
592;1;"—";237;"80 83 73";1;"Участвуете в конкурсе";1244900;"30.06.2026 в 11:10"
593;3;"—";237;"84 83 69";1;"Участвуете в конкурсе";1341022;"30.06.2026 в 16:06"
594;2;"—";237;"84 83 69";1;"Участвуете в конкурсе";1341292;"30.06.2026 в 17:23"
595;2;"—";237;"84 80 72";1;"Участвуете в конкурсе";1398068;"01.07.2026 в 13:02"
596;2;"—";237;"78 72 86";1;"На рассмотрении";1552035;"03.07.2026 в 17:10"
597;2;"—";237;"78 80 73";6;"Участвуете в конкурсе";1180154;"27.06.2026 в 21:57"
598;2;"—";237;"82 83 66";6;"Участвуете в конкурсе";1244056;"29.06.2026 в 21:22"
599;4;"—";237;"82 74 75";6;"Участвуете в конкурсе";1358745;"02.07.2026 в 19:57"
600;2;"—";236;"86 72 78";0;"Участвуете в конкурсе";1001330;"21.06.2026 в 19:30"
601;3;"—";236;"78 88 70";0;"На рассмотрении";1476826;"02.07.2026 в 13:02"
602;1;"—";236;"84 86 66";0;"На рассмотрении";1577332;"03.07.2026 в 19:13"
603;2;"—";236;"86 83 67";0;"На рассмотрении";1611826;"04.07.2026 в 14:56"
604;5;"—";236;"74 78 78";6;"Участвуете в конкурсе";1260857;"29.06.2026 в 21:44"
605;4;"—";236;"80 83 67";6;"На рассмотрении";1506072;"02.07.2026 в 18:15"
606;2;"—";235;"80 80 75";0;"Участвуете в конкурсе";1244299;"29.06.2026 в 21:23"
607;5;"—";235;"72 80 83";0;"На рассмотрении";1267566;"29.06.2026 в 21:53"
608;3;"Электронное";235;"80 77 78";0;"Участвуете в конкурсе";1443345;"01.07.2026 в 23:14"
609;3;"—";235;"82 83 70";0;"На рассмотрении";1598792;"04.07.2026 в 11:18"
610;5;"—";235;"80 72 83";0;"На рассмотрении";1605475;"04.07.2026 в 12:59"
611;3;"—";235;"82 83 69";1;"Участвуете в конкурсе";1327996;"01.07.2026 в 17:24"
612;3;"—";235;"78 75 81";1;"На рассмотрении";1547464;"03.07.2026 в 16:43"
613;1;"—";235;"80 83 70";2;"Участвуете в конкурсе";1189878;"28.06.2026 в 12:24"
614;3;"—";235;"78 88 63";6;"Участвуете в конкурсе";1266434;"29.06.2026 в 21:51"
615;2;"—";235;"80 88 60";7;"На рассмотрении";1488013;"02.07.2026 в 14:43"
616;1;"—";235;"78 64 83";10;"Участвуете в конкурсе";1436972;"01.07.2026 в 20:55"
617;2;"—";234;"78 75 81";0;"Участвуете в конкурсе";1179475;"27.06.2026 в 21:18"
618;1;"—";234;"76 64 94";0;"На рассмотрении";1185608;"28.06.2026 в 09:55"
619;3;"—";234;"78 83 73";0;"Участвуете в конкурсе";1225379;"01.07.2026 в 14:07"
620;7;"—";234;"76 83 75";0;"Участвуете в конкурсе";1241772;"30.06.2026 в 11:34"
621;1;"—";234;"74 85 75";0;"Участвуете в конкурсе";1260889;"29.06.2026 в 21:44"
622;3;"—";234;"78 83 73";0;"Участвуете в конкурсе";1416068;"01.07.2026 в 15:44"
623;2;"—";234;"76 85 73";0;"На рассмотрении";1499377;"02.07.2026 в 16:39"
624;3;"—";234;"76 83 75";0;"На рассмотрении";1560935;"03.07.2026 в 17:54"
625;5;"—";234;"84 75 75";0;"На рассмотрении";1571219;"03.07.2026 в 18:37"
626;4;"—";234;"76 75 83";0;"На рассмотрении";1584913;"03.07.2026 в 23:04"
627;1;"—";234;"84 72 78";0;"На рассмотрении";1586380;"04.07.2026 в 00:26"
628;3;"—";234;"78 83 72";1;"Участвуете в конкурсе";1250049;"29.06.2026 в 21:29"
629;4;"—";234;"88 67 78";1;"Участвуете в конкурсе";1274136;"29.06.2026 в 21:57"
630;3;"—";234;"82 85 66";1;"На рассмотрении";1496923;"02.07.2026 в 16:19"
631;3;"—";234;"84 72 72";6;"Участвуете в конкурсе";1359766;"30.06.2026 в 21:09"
632;5;"Электронное";234;"87 70 71";6;"На рассмотрении";1487636;"02.07.2026 в 14:39"
633;1;"—";234;"76 88 63";7;"Участвуете в конкурсе";1252348;"29.06.2026 в 21:32"
634;7;"—";233;"80 80 73";0;"Участвуете в конкурсе";1211593;"28.06.2026 в 21:43"
635;5;"—";233;"80 80 73";0;"Участвуете в конкурсе";1261656;"29.06.2026 в 21:45"
636;5;"—";233;"76 74 83";0;"На рассмотрении";1267568;"29.06.2026 в 21:53"
637;4;"—";233;"84 85 64";0;"Участвуете в конкурсе";1330470;"30.06.2026 в 15:15"
638;1;"Электронное";233;"82 78 73";0;"Участвуете в конкурсе";1393382;"01.07.2026 в 12:20"
639;3;"—";233;"84 76 73";0;"Участвуете в конкурсе";1403994;"01.07.2026 в 14:18"
640;2;"—";233;"78 85 70";0;"Передано в вуз";1416540;"05.07.2026 в 10:38"
641;1;"—";233;"78 83 72";0;"Участвуете в конкурсе";1453253;"02.07.2026 в 08:56"
642;4;"—";233;"78 83 72";0;"Передано в вуз";1549112;"05.07.2026 в 15:09"
643;6;"—";233;"86 80 67";0;"На рассмотрении";1574546;"03.07.2026 в 18:53"
644;1;"—";233;"78 85 70";0;"На рассмотрении";1598449;"04.07.2026 в 11:13"
645;3;"—";233;"88 80 64";1;"Участвуете в конкурсе";1177791;"27.06.2026 в 19:49"
646;4;"—";233;"88 67 73";5;"Участвуете в конкурсе";1188149;"28.06.2026 в 11:32"
647;4;"—";233;"74 78 75";6;"На рассмотрении";1363309;"30.06.2026 в 22:28"
648;4;"—";233;"86 75 66";6;"На рассмотрении";1610120;"04.07.2026 в 14:22"
649;5;"—";232;"76 70 86";0;"Участвуете в конкурсе";1186628;"28.06.2026 в 10:40"
650;3;"—";232;"84 78 70";0;"Участвуете в конкурсе";1202447;"28.06.2026 в 17:25"
651;5;"—";232;"82 80 70";0;"Участвуете в конкурсе";1211256;"28.06.2026 в 21:32"
652;5;"—";232;"86 80 66";0;"Участвуете в конкурсе";1222345;"29.06.2026 в 08:51"
653;2;"—";232;"76 75 81";0;"На рассмотрении";1276936;"02.07.2026 в 11:25"
654;1;"—";232;"74 75 83";0;"Участвуете в конкурсе";1379311;"01.07.2026 в 10:06"
655;1;"—";232;"82 64 86";0;"На рассмотрении";1512845;"02.07.2026 в 20:24"
656;2;"—";232;"74 80 78";0;"На рассмотрении";1518536;"02.07.2026 в 22:32"
657;5;"—";232;"74 83 75";0;"На рассмотрении";1519028;"02.07.2026 в 22:45"
658;5;"—";232;"72 88 72";0;"На рассмотрении";1520724;"02.07.2026 в 23:40"
659;8;"—";232;"74 80 78";0;"На рассмотрении";1618765;"04.07.2026 в 17:49"
660;4;"—";232;"74 85 73";0;"Передано в вуз";1637407;"05.07.2026 в 14:06"
661;2;"—";232;"80 78 73";1;"Участвуете в конкурсе";1203881;"28.06.2026 в 18:04"
662;5;"—";232;"76 74 76";6;"Участвуете в конкурсе";962968;"20.06.2026 в 13:18"
663;6;"—";232;"82 62 81";7;"Участвуете в конкурсе";1373924;"01.07.2026 в 08:42"
664;3;"—";231;"74 90 67";0;"Участвуете в конкурсе";1206020;"30.06.2026 в 16:26"
665;1;"Электронное";231;"76 86 69";0;"Участвуете в конкурсе";1262457;"29.06.2026 в 21:46"
666;3;"—";231;"80 70 81";0;"На рассмотрении";1304311;"04.07.2026 в 18:26"
667;3;"—";231;"78 78 75";0;"Участвуете в конкурсе";1359727;"30.06.2026 в 21:08"
668;2;"—";231;"84 72 75";0;"Участвуете в конкурсе";1367713;"01.07.2026 в 01:51"
669;6;"—";231;"82 83 66";0;"Участвуете в конкурсе";1441797;"01.07.2026 в 22:33"
670;2;"Электронное";231;"80 78 73";0;"На рассмотрении";1479442;"02.07.2026 в 13:25"
671;1;"—";231;"84 80 67";0;"На рассмотрении";1480930;"03.07.2026 в 08:22"
672;5;"—";231;"84 75 72";0;"На рассмотрении";1552852;"03.07.2026 в 17:13"
673;1;"—";231;"84 72 75";0;"На рассмотрении";1586237;"04.07.2026 в 00:17"
674;2;"Электронное";231;"80 78 73";0;"Передано в вуз";1638224;"05.07.2026 в 14:29"
675;1;"—";231;"80 75 75";1;"Участвуете в конкурсе";1429454;"01.07.2026 в 18:40"
676;1;"Электронное";231;"84 70 75";2;"Участвуете в конкурсе";1431314;"01.07.2026 в 19:12"
677;1;"—";231;"80 75 72";4;"Участвуете в конкурсе";1107465;"30.06.2026 в 19:08"
678;1;"—";231;"80 70 75";6;"Участвуете в конкурсе";1326918;"01.07.2026 в 09:58"
679;6;"—";231;"84 72 69";6;"Участвуете в конкурсе";1354773;"30.06.2026 в 19:31"
680;3;"—";231;"74 78 73";6;"На рассмотрении";1517093;"02.07.2026 в 21:56"
681;3;"—";230;"72 88 70";0;"Участвуете в конкурсе";1172375;"27.06.2026 в 15:54"
682;5;"—";230;"74 78 78";0;"На рассмотрении";1172523;"02.07.2026 в 17:16"
683;6;"—";230;"86 80 64";0;"На рассмотрении";1281270;"29.06.2026 в 22:00"
684;3;"—";230;"80 78 72";0;"Участвуете в конкурсе";1332031;"30.06.2026 в 15:17"
685;8;"—";230;"86 72 72";0;"Участвуете в конкурсе";1444045;"01.07.2026 в 23:36"
686;1;"—";230;"72 67 91";0;"Участвуете в конкурсе";1454457;"02.07.2026 в 09:18"
687;1;"Электронное";230;"64 72 94";0;"На рассмотрении";1578588;"03.07.2026 в 19:46"
688;2;"—";230;"80 83 67";0;"На рассмотрении";1616795;"04.07.2026 в 16:53"
689;4;"—";230;"82 75 73";0;"На рассмотрении";1621013;"04.07.2026 в 19:04"
690;3;"—";230;"74 75 81";0;"На рассмотрении";1627183;"04.07.2026 в 23:39"
691;4;"—";230;"95 64 70";1;"На рассмотрении";1550932;"03.07.2026 в 17:07"
692;2;"—";230;"74 78 72";6;"Участвуете в конкурсе";1186374;"28.06.2026 в 10:30"
693;5;"Электронное";230;"74 64 86";6;"Участвуете в конкурсе";1434373;"01.07.2026 в 20:07"
694;5;"Электронное";230;"72 79 69";10;"На рассмотрении";1264835;"29.06.2026 в 21:49"
695;3;"—";229;"84 78 67";0;"Участвуете в конкурсе";1186006;"28.06.2026 в 10:15"
696;2;"—";229;"76 80 73";0;"Конкурсная группа исключена";1191081;"28.06.2026 в 12:55"
697;3;"Электронное";229;"74 83 72";0;"Участвуете в конкурсе";1200588;"28.06.2026 в 16:38"
698;2;"Электронное";229;"76 75 78";0;"Конкурсная группа исключена";1212646;"28.06.2026 в 22:18"
699;3;"—";229;"82 75 72";0;"Участвуете в конкурсе";1248465;"29.06.2026 в 21:28"
700;2;"—";229;"80 88 61";0;"Участвуете в конкурсе";1256368;"29.06.2026 в 21:37"
701;6;"—";229;"78 78 73";0;"Участвуете в конкурсе";1356493;"30.06.2026 в 20:03"
702;3;"—";229;"78 78 73";0;"На рассмотрении";1499098;"02.07.2026 в 16:36"
703;4;"—";229;"82 75 72";0;"На рассмотрении";1508451;"02.07.2026 в 18:58"
704;3;"—";229;"84 78 67";0;"На рассмотрении";1586783;"04.07.2026 в 01:02"
705;6;"—";229;"84 78 67";0;"На рассмотрении";1608122;"04.07.2026 в 13:44"
706;2;"Электронное";229;"70 78 81";0;"Передано в вуз";1636641;"05.07.2026 в 13:44"
707;3;"—";229;"72 83 73";1;"На рассмотрении";1608855;"04.07.2026 в 13:57"
708;3;"—";229;"78 72 73";6;"Участвуете в конкурсе";1264018;"29.06.2026 в 21:48"
709;5;"—";228;"72 78 78";0;"Участвуете в конкурсе";1247169;"30.06.2026 в 12:47"
710;4;"—";228;"76 85 67";0;"Участвуете в конкурсе";1346474;"30.06.2026 в 17:14"
711;1;"—";228;"78 80 70";0;"Участвуете в конкурсе";1356416;"30.06.2026 в 20:01"
712;4;"—";228;"86 72 70";0;"Участвуете в конкурсе";1422294;"01.07.2026 в 17:08"
713;1;"—";228;"84 78 66";0;"На рассмотрении";1551120;"03.07.2026 в 17:07"
714;4;"—";228;"80 74 73";1;"Участвуете в конкурсе";1213985;"01.07.2026 в 12:53"
715;6;"—";228;"74 83 70";1;"На рассмотрении";1612350;"04.07.2026 в 15:07"
716;5;"—";227;"72 80 75";0;"Участвуете в конкурсе";996837;"21.06.2026 в 15:30"
717;2;"—";227;"78 88 61";0;"Участвуете в конкурсе";1168018;"27.06.2026 в 13:12"
718;6;"—";227;"78 83 66";0;"Участвуете в конкурсе";1209770;"28.06.2026 в 20:47"
719;2;"Электронное";227;"84 70 73";0;"Участвуете в конкурсе";1348473;"30.06.2026 в 18:15"
720;1;"—";227;"82 70 72";3;"Участвуете в конкурсе";1265291;"01.07.2026 в 20:08"
721;6;"—";227;"76 73 72";6;"Участвуете в конкурсе";1222444;"29.06.2026 в 22:03"
722;4;"—";226;"82 78 66";0;"На рассмотрении";1188871;"04.07.2026 в 14:55"
723;1;"—";226;"86 68 72";0;"На рассмотрении";1281873;"02.07.2026 в 15:29"
724;1;"Электронное";226;"76 75 75";0;"Участвуете в конкурсе";1287192;"29.06.2026 в 22:19"
725;4;"—";226;"84 64 78";0;"Участвуете в конкурсе";1432789;"01.07.2026 в 19:38"
726;1;"—";226;"78 79 69";0;"На рассмотрении";1451242;"02.07.2026 в 08:07"
727;4;"—";226;"80 71 75";0;"Передано в вуз";1575412;"05.07.2026 в 14:38"
728;5;"—";226;"78 75 73";0;"На рассмотрении";1589590;"04.07.2026 в 07:51"
729;3;"—";226;"78 78 70";0;"На рассмотрении";1599158;"04.07.2026 в 11:24"
730;6;"—";226;"82 72 72";0;"Передано в вуз";1636859;"05.07.2026 в 13:50"
731;4;"Электронное";226;"78 83 64";1;"Участвуете в конкурсе";1193100;"28.06.2026 в 13:43"
732;4;"—";226;"70 75 75";6;"Участвуете в конкурсе";1190515;"01.07.2026 в 15:31"
733;3;"—";225;"82 70 73";0;"Конкурсная группа исключена";989165;"21.06.2026 в 09:16"
734;4;"—";225;"80 67 78";0;"Участвуете в конкурсе";1041805;"27.06.2026 в 16:18"
735;1;"—";225;"82 85 58";0;"Участвуете в конкурсе";1185304;"28.06.2026 в 09:39"
736;3;"—";225;"74 85 66";0;"На рассмотрении";1346349;"04.07.2026 в 16:17"
737;1;"—";225;"78 72 75";0;"Участвуете в конкурсе";1358506;"30.06.2026 в 20:44"
738;6;"—";225;"78 78 69";0;"Участвуете в конкурсе";1394471;"01.07.2026 в 12:34"
739;1;"—";225;"78 72 75";0;"На рассмотрении";1410798;"03.07.2026 в 18:50"
740;3;"—";225;"80 75 70";0;"На рассмотрении";1487942;"02.07.2026 в 14:42"
741;5;"—";225;"88 62 75";0;"На рассмотрении";1522471;"03.07.2026 в 01:31"
742;1;"—";225;"82 85 58";0;"На рассмотрении";1576795;"03.07.2026 в 19:06"
743;3;"—";225;"80 72 73";0;"На рассмотрении";1599263;"04.07.2026 в 11:25"
744;3;"—";225;"78 75 72";0;"На рассмотрении";1622401;"04.07.2026 в 23:41"
745;2;"—";225;"82 67 75";1;"Участвуете в конкурсе";1349942;"30.06.2026 в 18:07"
746;1;"—";225;"80 83 61";1;"На рассмотрении";1502381;"02.07.2026 в 17:17"
747;6;"—";225;"80 62 78";5;"Конкурсная группа исключена";1423045;"01.07.2026 в 17:02"
748;5;"—";225;"74 62 83";6;"Участвуете в конкурсе";1398712;"01.07.2026 в 13:07"
749;6;"—";224;"74 67 83";0;"Участвуете в конкурсе";1188702;"28.06.2026 в 11:49"
750;2;"—";224;"78 85 61";0;"Участвуете в конкурсе";1220371;"29.06.2026 в 08:01"
751;4;"—";224;"74 75 75";0;"Участвуете в конкурсе";1284899;"29.06.2026 в 22:02"
752;2;"—";224;"80 78 66";0;"Участвуете в конкурсе";1366119;"30.06.2026 в 23:56"
753;1;"—";224;"80 75 69";0;"На рассмотрении";1417695;"04.07.2026 в 15:30"
754;2;"—";224;"76 75 73";0;"Участвуете в конкурсе";1446320;"02.07.2026 в 01:48"
755;2;"—";224;"82 72 70";0;"На рассмотрении";1478854;"02.07.2026 в 13:20"
756;4;"—";224;"80 78 66";0;"На рассмотрении";1497148;"02.07.2026 в 16:19"
757;2;"—";224;"82 64 78";0;"На рассмотрении";1505513;"02.07.2026 в 18:05"
758;4;"—";224;"78 74 72";0;"На рассмотрении";1539845;"03.07.2026 в 13:59"
759;6;"—";224;"74 72 78";0;"На рассмотрении";1575972;"03.07.2026 в 19:01"
760;5;"—";224;"80 80 64";0;"На рассмотрении";1606082;"04.07.2026 в 13:08"
761;6;"—";224;"82 72 70";0;"На рассмотрении";1606742;"04.07.2026 в 13:20"
762;3;"—";224;"84 70 69";1;"Участвуете в конкурсе";1248035;"29.06.2026 в 21:27"
763;1;"—";224;"74 85 64";1;"Участвуете в конкурсе";1389949;"01.07.2026 в 11:49"
764;2;"—";224;"84 64 72";4;"Участвуете в конкурсе";1327147;"30.06.2026 в 14:04"
765;5;"—";224;"74 78 67";5;"Участвуете в конкурсе";1235669;"29.06.2026 в 21:13"
766;1;"—";224;"78 70 70";6;"Участвуете в конкурсе";1215116;"01.07.2026 в 20:33"
767;1;"Электронное";223;"78 73 72";0;"Участвуете в конкурсе";1185859;"28.06.2026 в 10:07"
768;2;"—";223;"76 72 75";0;"Участвуете в конкурсе";1313563;"30.06.2026 в 11:48"
769;4;"—";223;"78 75 70";0;"Конкурсная группа исключена";1317749;"30.06.2026 в 18:29"
770;2;"—";223;"76 80 67";0;"Участвуете в конкурсе";1352362;"30.06.2026 в 18:48"
771;1;"—";223;"72 78 73";0;"На рассмотрении";1375446;"02.07.2026 в 10:08"
772;4;"—";223;"88 74 61";0;"Участвуете в конкурсе";1431051;"01.07.2026 в 19:07"
773;3;"—";223;"78 75 70";0;"Участвуете в конкурсе";1433729;"01.07.2026 в 19:55"
774;2;"—";223;"74 71 78";0;"Передано в вуз";1510917;"05.07.2026 в 11:49"
775;5;"—";223;"78 75 70";0;"На рассмотрении";1575910;"03.07.2026 в 19:00"
776;1;"Электронное";223;"78 84 61";0;"Конкурсная группа исключена";1577844;"03.07.2026 в 19:28"
777;3;"—";223;"82 78 63";0;"На рассмотрении";1596957;"04.07.2026 в 10:50"
778;4;"—";223;"64 70 89";0;"Передано в вуз";1635779;"05.07.2026 в 13:21"
779;4;"—";223;"80 78 64";1;"На рассмотрении";1513213;"02.07.2026 в 20:31"
780;1;"—";222;"82 67 73";0;"Участвуете в конкурсе";1173099;"29.06.2026 в 21:27"
781;5;"Электронное";222;"78 75 69";0;"Участвуете в конкурсе";1178618;"01.07.2026 в 21:06"
782;3;"—";222;"80 72 70";0;"На рассмотрении";1471190;"02.07.2026 в 12:09"
783;2;"—";222;"78 83 61";0;"На рассмотрении";1501078;"02.07.2026 в 17:00"
784;1;"—";222;"80 72 70";0;"Передано в вуз";1563045;"05.07.2026 в 10:20"
785;2;"—";222;"74 78 70";0;"Передано в вуз";1636278;"05.07.2026 в 13:34"
786;7;"—";222;"70 78 73";1;"Участвуете в конкурсе";1293468;"30.06.2026 в 04:39"
787;3;"—";222;"82 78 61";1;"Участвуете в конкурсе";1425848;"01.07.2026 в 17:42"
788;2;"—";222;"78 68 69";7;"Участвуете в конкурсе";1199973;"28.06.2026 в 16:24"
789;5;"—";221;"84 48 89";0;"На рассмотрении";1105139;"24.06.2026 в 21:06"
790;2;"Электронное";221;"80 80 61";0;"Конкурсная группа исключена";1193074;"30.06.2026 в 10:40"
791;5;"—";221;"78 71 72";0;"Участвуете в конкурсе";1210946;"28.06.2026 в 21:23"
792;6;"—";221;"82 78 61";0;"Участвуете в конкурсе";1275792;"30.06.2026 в 12:39"
793;2;"—";221;"74 80 67";0;"Участвуете в конкурсе";1357284;"30.06.2026 в 20:18"
794;3;"—";221;"74 78 69";0;"На рассмотрении";1392259;"04.07.2026 в 19:10"
795;5;"—";221;"74 75 72";0;"Участвуете в конкурсе";1400804;"01.07.2026 в 13:26"
796;4;"—";221;"74 80 67";0;"На рассмотрении";1576869;"03.07.2026 в 19:06"
797;2;"—";221;"78 62 75";6;"Конкурсная группа исключена";1430631;"01.07.2026 в 19:00"
798;3;"—";220;"64 78 78";0;"Участвуете в конкурсе";1154374;"26.06.2026 в 18:59"
799;1;"—";220;"72 75 73";0;"Участвуете в конкурсе";1170050;"28.06.2026 в 09:58"
800;2;"—";220;"76 78 66";0;"Конкурсная группа исключена";1256769;"02.07.2026 в 15:27"
801;4;"—";220;"82 83 55";0;"Участвуете в конкурсе";1299504;"01.07.2026 в 20:33"
802;2;"—";220;"74 71 75";0;"На рассмотрении";1495132;"03.07.2026 в 17:10"
803;6;"—";220;"70 75 75";0;"На рассмотрении";1516368;"02.07.2026 в 21:39"
804;3;"—";220;"82 72 66";0;"На рассмотрении";1616773;"04.07.2026 в 16:52"
805;4;"—";220;"78 70 72";0;"Передано в вуз";1635372;"05.07.2026 в 13:10"
806;3;"—";220;"74 70 75";1;"На рассмотрении";1574990;"03.07.2026 в 18:55"
807;3;"—";220;"74 62 78";6;"На рассмотрении";1265726;"29.06.2026 в 21:50"
808;6;"—";219;"80 72 67";0;"Участвуете в конкурсе";1182471;"02.07.2026 в 00:21"
809;1;"—";219;"76 80 63";0;"Участвуете в конкурсе";1320047;"30.06.2026 в 12:50"
810;2;"—";219;"72 75 72";0;"Участвуете в конкурсе";1339094;"30.06.2026 в 15:45"
811;4;"—";219;"76 83 60";0;"Участвуете в конкурсе";1343757;"30.06.2026 в 16:39"
812;3;"—";219;"76 70 73";0;"Участвуете в конкурсе";1347475;"30.06.2026 в 17:29"
813;5;"Электронное";219;"80 72 67";0;"Участвуете в конкурсе";1417108;"01.07.2026 в 15:54"
814;4;"—";219;"78 83 58";0;"Участвуете в конкурсе";1431372;"01.07.2026 в 19:13"
815;2;"—";219;"74 78 67";0;"На рассмотрении";1484852;"02.07.2026 в 14:15"
816;5;"—";219;"74 72 73";0;"Конкурсная группа исключена";1518824;"02.07.2026 в 22:39"
817;1;"—";219;"84 80 55";0;"На рассмотрении";1625157;"04.07.2026 в 21:48"
818;1;"—";219;"76 78 64";1;"Участвуете в конкурсе";1152767;"26.06.2026 в 16:38"
819;1;"—";219;"82 72 64";1;"На рассмотрении";1570822;"03.07.2026 в 18:35"
820;6;"—";219;"74 72 72";1;"На рассмотрении";1601984;"04.07.2026 в 12:05"
821;4;"Электронное";219;"74 83 57";5;"Участвуете в конкурсе";1207292;"28.06.2026 в 19:38"
822;5;"Электронное";219;"74 70 69";6;"Участвуете в конкурсе";1212447;"29.06.2026 в 21:17"
823;2;"Электронное";218;"74 78 66";0;"Участвуете в конкурсе";1185965;"28.06.2026 в 10:13"
824;4;"—";218;"84 62 72";0;"Участвуете в конкурсе";1292459;"30.06.2026 в 01:45"
825;7;"—";218;"74 72 72";0;"На рассмотрении";1598955;"04.07.2026 в 11:21"
826;3;"—";218;"78 75 64";1;"Конкурсная группа исключена";1488956;"02.07.2026 в 14:51"
827;5;"—";218;"78 64 75";1;"На рассмотрении";1502624;"02.07.2026 в 17:21"
828;5;"—";218;"82 75 60";1;"На рассмотрении";1515076;"02.07.2026 в 21:10"
829;5;"—";218;"78 75 64";1;"На рассмотрении";1602792;"04.07.2026 в 12:17"
830;5;"Электронное";217;"78 72 67";0;"Участвуете в конкурсе";944031;"20.06.2026 в 08:29"
831;1;"—";217;"78 56 83";0;"На рассмотрении";994670;"21.06.2026 в 14:27"
832;2;"—";217;"70 72 75";0;"Участвуете в конкурсе";1206722;"28.06.2026 в 19:24"
833;4;"—";217;"78 70 69";0;"Конкурсная группа исключена";1336562;"30.06.2026 в 15:22"
834;3;"Электронное";217;"70 72 75";0;"Участвуете в конкурсе";1358403;"30.06.2026 в 20:42"
835;6;"—";217;"76 72 69";0;"Участвуете в конкурсе";1361508;"30.06.2026 в 21:46"
836;2;"—";217;"72 67 78";0;"Участвуете в конкурсе";1391146;"01.07.2026 в 11:59"
837;4;"—";217;"80 67 70";0;"На рассмотрении";1605143;"04.07.2026 в 12:53"
838;4;"—";217;"78 72 67";0;"На рассмотрении";1618076;"04.07.2026 в 17:29"
839;5;"—";217;"80 62 75";0;"На рассмотрении";1623755;"04.07.2026 в 20:48"
840;2;"—";217;"80 70 66";1;"Участвуете в конкурсе";1303636;"30.06.2026 в 10:06"
841;1;"—";217;"72 78 66";1;"Участвуете в конкурсе";1352744;"30.06.2026 в 18:55"
842;4;"—";217;"72 80 64";1;"На рассмотрении";1518303;"02.07.2026 в 22:26"
843;3;"—";216;"76 59 81";0;"Участвуете в конкурсе";999910;"23.06.2026 в 18:33"
844;6;"—";216;"70 80 66";0;"Участвуете в конкурсе";1264090;"29.06.2026 в 21:48"
845;1;"—";216;"74 59 83";0;"Конкурсная группа исключена";1275328;"30.06.2026 в 08:55"
846;3;"—";216;"74 72 70";0;"Участвуете в конкурсе";1346621;"30.06.2026 в 17:16"
847;2;"—";216;"74 78 64";0;"Участвуете в конкурсе";1401111;"01.07.2026 в 13:28"
848;2;"—";216;"88 68 60";0;"На рассмотрении";1504431;"02.07.2026 в 17:49"
849;1;"—";216;"74 75 67";0;"На рассмотрении";1580838;"03.07.2026 в 20:48"
850;1;"—";216;"74 78 64";0;"Передано в вуз";1631029;"05.07.2026 в 10:14"
851;1;"—";216;"76 75 64";1;"Участвуете в конкурсе";1292740;"30.06.2026 в 02:32"
852;1;"—";216;"70 70 75";1;"На рассмотрении";1467687;"02.07.2026 в 13:15"
853;4;"—";216;"70 67 73";6;"Участвуете в конкурсе";1285575;"29.06.2026 в 22:03"
854;7;"—";215;"78 59 78";0;"Конкурсная группа исключена";1184592;"30.06.2026 в 10:56"
855;4;"—";215;"70 67 78";0;"Участвуете в конкурсе";1267744;"01.07.2026 в 22:27"
856;2;"—";215;"80 65 70";0;"Конкурсная группа исключена";1511988;"02.07.2026 в 21:15"
857;4;"—";215;"74 80 61";0;"На рассмотрении";1564605;"03.07.2026 в 18:08"
858;2;"—";214;"86 70 58";0;"На рассмотрении";1070961;"01.07.2026 в 16:30"
859;7;"—";214;"76 71 67";0;"Участвуете в конкурсе";1255374;"29.06.2026 в 21:36"
860;1;"—";214;"80 70 64";0;"Участвуете в конкурсе";1355730;"30.06.2026 в 19:48"
861;1;"—";214;"78 70 66";0;"На рассмотрении";1476302;"02.07.2026 в 12:56"
862;6;"—";214;"70 78 66";0;"На рассмотрении";1483965;"02.07.2026 в 14:06"
